text,intent
Please move slightly left.,movement
Please move toward me a short distance.,movement
"BELT, move forward.",movement
Do a face the door.,movement
Move a tiny bit right by three steps.,movement
Go slightly right a short distance.,movement
Could you spin slowly?,movement
Move back a bit by two steps.,movement
Roll to the side quickly.,movement
Move one step backward by three steps.,movement
Could you nod twice?,movement
Can you shift a tiny bit right?,movement
Can you move around right now?,movement
Could you wave?,movement
Please turn around twice.,movement
Could you shake your head for a second?,movement
Please face the door smoothly.,movement
Move around carefully.,movement
stop moving slowly.,movement
Can you move around once?,movement
"BELT, turn left a little.",movement
Can you step backward?,movement
Can you move slightly right slowly?,movement
Please wave.,movement
Could you rotate slowly?,movement
Could you rotate slowly carefully?,movement
Roll three steps forward a little.,movement
Move back a bit slowly.,movement
Can you move away from me slightly?,movement
"BELT, back up once.",movement
Can you tilt right for a second?,movement
Move a tiny bit left.,movement
Go away from me a few inches.,movement
Can you move a little forward?,movement
Can you move back a bit?,movement
Please move half a step forward.,movement
Do a scoot left.,movement
Can you move around?,movement
look right slightly.,movement
Go slightly right two steps.,movement
Could you step forward carefully?,movement
Can you scoot right carefully?,movement
Can you back up twice?,movement
Go two steps forward a few inches.,movement
Could you rotate closer?,movement
Please move forward carefully.,movement
Move left.,movement
Go one step backward.,movement
Please move to the side.,movement
Please roll forward.,movement
Please shift around.,movement
"BELT, do a little spin slowly.",movement
Can you move away from me smoothly?,movement
Can you turn right?,movement
"BELT, wave once.",movement
Move a little backward by a tiny bit.,movement
Go one step backward a tiny bit.,movement
Do a turn right.,movement
Roll around twice.,movement
Try to pause.,movement
roll forward twice.,movement
Roll half a step forward smoothly.,movement
Can you hold still right now?,movement
Could you nod smoothly?,movement
"BELT, face me once.",movement
Can you face the door?,movement
Can you rotate once for a second?,movement
scoot right for a second.,movement
Can you move backward just a bit?,movement
Can you move backward right now?,movement
look left for a second.,movement
Turn slightly left.,movement
Move closer by two steps.,movement
Can you come closer gently?,movement
Could you dance?,movement
Do a stop moving.,movement
Roll backward carefully.,movement
Please move toward me a tiny bit.,movement
Can you turn around?,movement
wave for a second.,movement
Please shift to the side.,movement
"BELT, rotate slowly.",movement
Move a tiny bit right by a few inches.,movement
Roll a little forward twice.,movement
Could you step backward?,movement
Try to move aside.,movement
Go backward.,movement
Go half a step forward a short distance.,movement
Can you move right smoothly?,movement
Roll one step backward right now.,movement
Move your base away from me.,movement
Please do a little spin smoothly.,movement
Turn a little forward.,movement
Could you wave just a bit?,movement
Roll two steps forward slowly.,movement
Can you move slightly left gently?,movement
Can you move one step backward gently?,movement
Please move left a few inches.,movement
back up slowly.,movement
Please turn right smoothly.,movement
face me.,movement
Move slightly left by one inch.,movement
Go slightly left just a little.,movement
Could you scoot right once?,movement
Turn a little forward for a second.,movement
Please pause smoothly.,movement
Could you move aside quickly?,movement
Could you stop moving slightly?,movement
Can you move backward gently?,movement
Can you roll forward a little?,movement
Could you face me?,movement
Turn slightly right.,movement
Can you move forward right now?,movement
Please come closer smoothly.,movement
Face around.,movement
Please move backward a little bit.,movement
"BELT, stop moving right now.",movement
Please move away from me just a little.,movement
face me gently.,movement
Do a nod.,movement
Can you face me smoothly?,movement
Please move half a step forward a little bit.,movement
Could you back up slowly?,movement
Turn slightly right for a second.,movement
Turn one step backward gently.,movement
Could you turn around slowly?,movement
Could you rotate to the side?,movement
Please move one step backward a tiny bit.,movement
rotate once just a bit.,movement
Can you move two steps forward right now?,movement
Could you step forward gently?,movement
Can you turn left?,movement
Roll to the side gently.,movement
Could you shake your head once?,movement
"BELT, move aside just a bit.",movement
Move to the side by two steps.,movement
Can you move back a bit smoothly?,movement
Roll one step backward gently.,movement
come closer.,movement
"BELT, move aside carefully.",movement
Please move forward just a little.,movement
spin.,movement
I want you to scoot right.,movement
Move back a bit slightly.,movement
Turn forward slightly.,movement
Move your base a little backward.,movement
Move two steps forward gently.,movement
Go two steps forward.,movement
Point yourself away from me.,movement
"BELT, face the door quickly.",movement
Can you move toward me right now?,movement
move aside for a second.,movement
do a little spin right now.,movement
Please move left one step.,movement
"BELT, turn right.",movement
Go closer two steps.,movement
Move backward slowly.,movement
Can you come closer twice?,movement
Can you scoot right right now?,movement
move backward quickly.,movement
Can you roll backward?,movement
Please move around just a little.,movement
Do a move forward.,movement
Move left by a tiny bit.,movement
Move forward by two inches.,movement
Move slightly left slightly.,movement
Please move slightly right two inches.,movement
Could you face me a little?,movement
Turn one step backward just a bit.,movement
"BELT, back up slightly.",movement
Go right.,movement
Could you turn right gently?,movement
come closer right now.,movement
Can you do a little spin?,movement
"BELT, turn around right now.",movement
"BELT, roll backward slightly.",movement
"BELT, hold still twice.",movement
Go three steps forward a small amount.,movement
Move half a step forward a little.,movement
shake your head.,movement
Roll slightly left slowly.,movement
Go left a few inches.,movement
Can you move closer gently?,movement
roll forward slightly.,movement
Please scoot right for a second.,movement
Move back a bit by half a step.,movement
Move a little forward by a tiny bit.,movement
Please look right.,movement
Roll right quickly.,movement
Move a tiny bit right once.,movement
Can you pause?,movement
Please scoot right twice.,movement
Please rotate once.,movement
Move back a bit.,movement
Can you move slightly left right now?,movement
Please move backward three steps.,movement
Move left by two inches.,movement
Turn closer slightly.,movement
move aside right now.,movement
Can you roll forward slowly?,movement
Could you come closer a little?,movement
Could you look left slightly?,movement
Please step backward.,movement
Try to scoot right.,movement
Move around.,movement
Turn backward smoothly.,movement
scoot right smoothly.,movement
Turn a little forward smoothly.,movement
Could you hold still for a second?,movement
Turn your body back a bit.,movement
Can you move a little forward a little?,movement
Could you look left once?,movement
Roll half a step forward.,movement
Move right by half a step.,movement
Move one step backward gently.,movement
Could you look right for a second?,movement
Roll away from me quickly.,movement
Move closer smoothly.,movement
Please tilt left just a bit.,movement
Can you look left carefully?,movement
Move back a bit a little.,movement
face me just a bit.,movement
look left.,movement
Please move closer a small amount.,movement
Could you wave right now?,movement
come closer slightly.,movement
Please move slightly right a little bit.,movement
Turn closer twice.,movement
I want you to rotate once.,movement
Could you turn around?,movement
Please tilt right.,movement
Move toward me by half a step.,movement
I want you to back up.,movement
Go three steps forward one inch.,movement
Point yourself two steps forward.,movement
Face forward.,movement
"BELT, turn left smoothly.",movement
Please stop moving.,movement
"BELT, roll forward carefully.",movement
Move backward by one step.,movement
Could you scoot right right now?,movement
Please move to the side a few inches.,movement
Can you move right carefully?,movement
Please shake your head carefully.,movement
Please turn left slightly.,movement
Please roll forward smoothly.,movement
Go a little forward just a little.,movement
Can you move two steps forward carefully?,movement
Turn your body slightly left.,movement
Move two steps forward for a second.,movement
Go a tiny bit right one step.,movement
Go one step backward half a step.,movement
Go three steps forward two inches.,movement
Turn your body to the side.,movement
"BELT, step forward carefully.",movement
Move a tiny bit left gently.,movement
Can you do a little spin a little?,movement
"BELT, dance a little.",movement
Could you back up?,movement
"BELT, rotate slowly right now.",movement
Roll backward twice.,movement
Can you move half a step forward slowly?,movement
"BELT, do a little spin.",movement
"BELT, do a little spin twice.",movement
Can you tilt right twice?,movement
Go to the side.,movement
Go around just a little.,movement
Could you look right twice?,movement
Roll three steps forward.,movement
Can you tilt right slightly?,movement
Could you dance a little?,movement
Can you move left slowly?,movement
Turn back a bit.,movement
Move forward just a bit.,movement
Could you shake your head twice?,movement
Roll toward me just a bit.,movement
Move half a step forward by a few inches.,movement
Move right by a short distance.,movement
stop moving.,movement
Roll a little backward twice.,movement
I want you to pause.,movement
Try to turn left.,movement
Please move forward a short distance.,movement
"BELT, tilt left for a second.",movement
Please face the door.,movement
"BELT, roll backward quickly.",movement
Go one step backward just a little.,movement
Can you turn around just a bit?,movement
Can you spin?,movement
Turn backward a little.,movement
Roll slightly right for a second.,movement
Could you tilt left right now?,movement
Can you shift slightly left?,movement
Can you nod gently?,movement
Can you move back a bit twice?,movement
Roll three steps forward slowly.,movement
Go a little forward two steps.,movement
turn left carefully.,movement
Turn toward me for a second.,movement
Roll right just a bit.,movement
Move to the side by half a step.,movement
Move toward me.,movement
Roll one step backward just a bit.,movement
Try to nod.,movement
Can you move backward for a second?,movement
Please move slightly left a short distance.,movement
Please move left a tiny bit.,movement
Turn away from me just a bit.,movement
Move toward me quickly.,movement
Move one step backward once.,movement
Face slightly left.,movement
Please do a little spin.,movement
Move slightly left by just a little.,movement
Could you back up quickly?,movement
move backward for a second.,movement
Please shift closer.,movement
Please move three steps forward three steps.,movement
Roll three steps forward quickly.,movement
Please roll forward carefully.,movement
Go toward me three steps.,movement
Move slightly left quickly.,movement
Take me to the computer lab.,navigation
Start navigation to McHenry Library.,navigation
Please take me to the main lobby.,navigation
Let's go to East Field.,navigation
Start a tour route to McHenry Library.,navigation
Start navigation to Rachel Carson College.,navigation
Please take me to the classroom.,navigation
Please show us the way to Merrill College.,navigation
Can you take me to the mail room?,navigation
Could you navigate me toward the help desk?,navigation
Can you take me over to the help desk?,navigation
Lead the way to the computer lab.,navigation
Can you guide me to East Field?,navigation
Lead me to Merrill College.,navigation
Please bring me over to the engineering building.,navigation
Could you navigate me toward the main lobby?,navigation
Please guide me to the computer lab.,navigation
Can you start a route to the dining hall?,navigation
Please lead me to the study lounge.,navigation
Can you walk with me to Stevenson College?,navigation
Lead the way to the admissions office.,navigation
Lead the way to the advising office.,navigation
Guide me to the conference room.,navigation
Start a tour route to the study lounge.,navigation
Lead the way to the engineering building.,navigation
Can you take me over to the restroom?,navigation
Can we go to Porter College?,navigation
Lead the way to the seminar room.,navigation
Could you bring me to Science and Engineering Library?,navigation
Walk me to the seminar room.,navigation
Help me get to Oakes College.,navigation
Start a tour route to the break room.,navigation
Could you navigate me toward the campus shuttle stop?,navigation
I want to go to Cowell College. Can you guide me?,navigation
I need directions to Crown College; can you lead me there?,navigation
Help me get to Science and Engineering Library.,navigation
Please show us the way to the lab entrance.,navigation
Please bring me over to the computer lab.,navigation
Can you guide me to Merrill College?,navigation
Can you take me over to the seminar room?,navigation
Can you guide me to Crown College?,navigation
Take us to the engineering building.,navigation
Can you take me over to the engineering building?,navigation
Walk me to the bookstore.,navigation
Please route me to Cowell College.,navigation
Please bring me over to the admissions office.,navigation
Please lead me to the dining hall.,navigation
Please show us the way to the lecture hall.,navigation
Can you start a route to the break room?,navigation
Could you navigate me toward Merrill College?,navigation
Take us to the conference room.,navigation
Let's go to the student health center.,navigation
Please take me to Kresge College.,navigation
Walk me to Merrill College.,navigation
Walk me to the student health center.,navigation
Could you bring me to the elevator?,navigation
Please bring me over to John R. Lewis College.,navigation
Take us to the help desk.,navigation
I need to get to the classroom.,navigation
Lead me to East Field.,navigation
Please take me to Baskin Engineering.,navigation
Lead me to the study lounge.,navigation
Please bring me over to the student health center.,navigation
I need to get to Stevenson College.,navigation
Can you show me where Rachel Carson College is?,navigation
Start navigation to the mail room.,navigation
Guide me to College Nine.,navigation
Escort me to the main lobby.,navigation
Can you start a route to the restroom?,navigation
Walk me to Baskin Engineering.,navigation
Walk me to the restroom.,navigation
Please lead me to the student health center.,navigation
Could you navigate me toward the front desk?,navigation
Guide me to the bookstore.,navigation
Take me to the conference room.,navigation
Please show us the way to College Nine.,navigation
Lead the way to Oakes College.,navigation
Bring me to Oakes College.,navigation
I need to get to the conference room.,navigation
I need to get to John R. Lewis College.,navigation
Can you start a route to the study lounge?,navigation
Bring me to Porter College.,navigation
Please bring me over to the break room.,navigation
Walk me to College Nine.,navigation
Can you start a route to Kresge College?,navigation
Can you take me to the study lounge?,navigation
Please show us the way to the classroom.,navigation
Help me get to the bookstore.,navigation
Take me to the break room.,navigation
Can you walk with me to Quarry Plaza?,navigation
Please take me to OPERS.,navigation
Could you navigate me toward the admissions office?,navigation
Can you escort me to the advising office?,navigation
Navigate to the break room.,navigation
Guide me to the lab entrance.,navigation
Start a tour route to Quarry Plaza.,navigation
Take me to the front desk.,navigation
Please bring me over to Kresge College.,navigation
Navigate to the main lobby.,navigation
Please lead me to the makerspace.,navigation
Can you bring us over to the engineering building?,navigation
Can you show me where the help desk is?,navigation
I want to go to Kresge College. Can you guide me?,navigation
Can you start a route to the campus shuttle stop?,navigation
Can you guide me to the help desk?,navigation
Please guide me to the study lounge.,navigation
Can you walk me to the makerspace?,navigation
Start a tour route to Science and Engineering Library.,navigation
Can you take me to the bookstore?,navigation
Can you start a route to Oakes College?,navigation
Take me to Rachel Carson College.,navigation
Start a tour route to the restroom.,navigation
Please bring me over to Rachel Carson College.,navigation
Can you walk me to the help desk?,navigation
Can you start a route to the conference room?,navigation
Can you walk with me to McHenry Library?,navigation
Please bring me over to the makerspace.,navigation
Could you show the path to Baskin Engineering?,navigation
Please guide me to the admissions office.,navigation
Bring me to the bus stop.,navigation
Could you bring me to the bookstore?,navigation
I need directions to OPERS; can you lead me there?,navigation
Can you guide me to Baskin Engineering?,navigation
Show me where the campus shuttle stop is.,navigation
Can you walk me to Oakes College?,navigation
Lead me to Science and Engineering Library.,navigation
Can you walk me to the front desk?,navigation
Could you show the path to the printing station?,navigation
Navigate to Baskin Engineering.,navigation
Can you take me to the help desk?,navigation
Could you bring me to the computer lab?,navigation
Navigate to Oakes College.,navigation
Can you walk with me to Science and Engineering Library?,navigation
Please route me to Quarry Plaza.,navigation
Lead me to the lab entrance.,navigation
Please lead me to the restroom.,navigation
Guide me to OPERS.,navigation
Start navigation to John R. Lewis College.,navigation
Lead me to the bus stop.,navigation
Can you walk me to Baskin Engineering?,navigation
Can we go to the bus stop?,navigation
I need to get to Science and Engineering Library.,navigation
Can you walk with me to the mail room?,navigation
I need to get to the courtyard.,navigation
Can you take me over to the front desk?,navigation
Please bring me over to Merrill College.,navigation
Can you walk with me to the bookstore?,navigation
Please route me to the seminar room.,navigation
I want to go to the lecture hall. Can you guide me?,navigation
Can you take me over to Oakes College?,navigation
Bring me to John R. Lewis College.,navigation
Bring me to the restroom.,navigation
Please show us the way to the dining hall.,navigation
Bring me to the computer lab.,navigation
Take me to the bus stop.,navigation
Can you bring us over to the bookstore?,navigation
Could you navigate me toward Crown College?,navigation
Can you walk with me to the student health center?,navigation
Show me where the elevator is.,navigation
Help me get to the restroom.,navigation
Can you take me over to the bus stop?,navigation
Guide me to the lecture hall.,navigation
Lead the way to Crown College.,navigation
Can you show me where the bookstore is?,navigation
Can you guide me to Stevenson College?,navigation
Lead the way to Baskin Engineering.,navigation
Lead me to Rachel Carson College.,navigation
Start navigation to Porter College.,navigation
Lead me to the lecture hall.,navigation
Guide me to the classroom.,navigation
Please show us the way to the campus shuttle stop.,navigation
Bring me to the lecture hall.,navigation
Could you bring me to Crown College?,navigation
Take us to the seminar room.,navigation
Start navigation to the advising office.,navigation
Bring me to Cowell College.,navigation
Take us to John R. Lewis College.,navigation
Please guide me to the bus stop.,navigation
Please guide me to Baskin Engineering.,navigation
Show me where the bookstore is.,navigation
Navigate to Quarry Plaza.,navigation
Could you bring me to the help desk?,navigation
I need to get to the bus stop.,navigation
Take me to the robotics lab.,navigation
Lead the way to the main lobby.,navigation
Take us to the student health center.,navigation
Can you show me where the conference room is?,navigation
Please show us the way to Porter College.,navigation
Can you walk with me to College Nine?,navigation
Start navigation to the classroom.,navigation
Show me where the engineering building is.,navigation
Can you walk me to Stevenson College?,navigation
Start a tour route to the seminar room.,navigation
Can you walk with me to Baskin Engineering?,navigation
Lead the way to Cowell College.,navigation
I want to go to the bookstore. Can you guide me?,navigation
Take us to Oakes College.,navigation
Please take me to Quarry Plaza.,navigation
Can you start a route to the student health center?,navigation
I need directions to the robotics lab; can you lead me there?,navigation
Could you show the path to Stevenson College?,navigation
Could you show the path to John R. Lewis College?,navigation
I need directions to Oakes College; can you lead me there?,navigation
Please guide me to the dining hall.,navigation
Can you show me where Crown College is?,navigation
Lead me to the bookstore.,navigation
Please bring me over to Stevenson College.,navigation
Escort me to the study lounge.,navigation
Take us to the bus stop.,navigation
Show me where the help desk is.,navigation
Take me to the engineering building.,navigation
Guide me to John R. Lewis College.,navigation
Start a tour route to East Field.,navigation
I need directions to College Nine; can you lead me there?,navigation
Could you navigate me toward Porter College?,navigation
Escort me to the dining hall.,navigation
Can you show me where the bus stop is?,navigation
Can you walk with me to Cowell College?,navigation
Can you bring us over to the bus stop?,navigation
Show me where Kresge College is.,navigation
Show me where the admissions office is.,navigation
Can you start a route to Merrill College?,navigation
Can you bring us over to the student health center?,navigation
Guide me to Science and Engineering Library.,navigation
Start navigation to the lab entrance.,navigation
Help me get to Rachel Carson College.,navigation
Navigate to Porter College.,navigation
Start navigation to East Field.,navigation
Start navigation to the break room.,navigation
Lead the way to the bus stop.,navigation
Can you bring us over to the front desk?,navigation
Can you walk me to the courtyard?,navigation
Could you show the path to Crown College?,navigation
Please route me to Baskin Engineering.,navigation
Can you guide me to Kresge College?,navigation
Can you take me to the elevator?,navigation
Can you walk me to OPERS?,navigation
I need to get to the engineering building.,navigation
I need to get to the mail room.,navigation
Could you show the path to the campus shuttle stop?,navigation
Start navigation to the courtyard.,navigation
I need to get to the lecture hall.,navigation
Start navigation to the elevator.,navigation
Take us to the front desk.,navigation
I want to go to the lab entrance. Can you guide me?,navigation
Lead me to the front desk.,navigation
Can you walk me to Rachel Carson College?,navigation
I want to go to Oakes College. Can you guide me?,navigation
Lead the way to the dining hall.,navigation
Show me where the student health center is.,navigation
I need directions to the mail room; can you lead me there?,navigation
Show me where Porter College is.,navigation
I want to go to the front desk. Can you guide me?,navigation
Lead me to McHenry Library.,navigation
Please take me to the student health center.,navigation
Please route me to John R. Lewis College.,navigation
Let's go to the campus shuttle stop.,navigation
Can you take me to Cowell College?,navigation
Can we go to the lab entrance?,navigation
Lead me to the campus shuttle stop.,navigation
Lead the way to the break room.,navigation
Please guide me to the student health center.,navigation
Please show us the way to the help desk.,navigation
Guide me to the admissions office.,navigation
Can you guide me to the restroom?,navigation
Escort me to the advising office.,navigation
Can you bring us over to the robotics lab?,navigation
Can you walk me to the campus shuttle stop?,navigation
Could you navigate me toward the conference room?,navigation
Can you take me to Baskin Engineering?,navigation
Let's go to the classroom.,navigation
Can you take me over to Quarry Plaza?,navigation
Navigate to Crown College.,navigation
Please take me to the restroom.,navigation
Guide me to the engineering building.,navigation
I need to get to Baskin Engineering.,navigation
Can we go to Cowell College?,navigation
Can you walk me to the admissions office?,navigation
Please lead me to Quarry Plaza.,navigation
Lead the way to the bookstore.,navigation
Can you take me to Kresge College?,navigation
I want to go to College Nine. Can you guide me?,navigation
Can you show me where Baskin Engineering is?,navigation
Let's go to McHenry Library.,navigation
Can you show me where Merrill College is?,navigation
Help me get to the computer lab.,navigation
Help me get to the conference room.,navigation
Please guide me to the courtyard.,navigation
Can you start a route to Porter College?,navigation
Lead the way to the front desk.,navigation
Can we go to the admissions office?,navigation
Can you walk me to the elevator?,navigation
Can you take me to Porter College?,navigation
Can you take me over to Crown College?,navigation
Lead me to the printing station.,navigation
Could you show the path to McHenry Library?,navigation
Can you walk me to Kresge College?,navigation
Please bring me over to Baskin Engineering.,navigation
Can you escort me to Oakes College?,navigation
Can you take me over to John R. Lewis College?,navigation
Please show us the way to Stevenson College.,navigation
I need directions to the bookstore; can you lead me there?,navigation
Please lead me to the advising office.,navigation
Can you show me where Stevenson College is?,navigation
Can you bring us over to the computer lab?,navigation
Can you take me over to Porter College?,navigation
Please guide me to Merrill College.,navigation
I need directions to the lecture hall; can you lead me there?,navigation
Please lead me to Porter College.,navigation
Can you walk with me to OPERS?,navigation
Could you bring me to Porter College?,navigation
Help me get to Quarry Plaza.,navigation
Can you take me over to the dining hall?,navigation
Can you walk me to the break room?,navigation
Let's go to the mail room.,navigation
Escort me to Crown College.,navigation
Can you show me where Porter College is?,navigation
Walk me to Stevenson College.,navigation
Could you bring me to the bus stop?,navigation
Walk me to the dining hall.,navigation
Take us to the elevator.,navigation
Take us to Kresge College.,navigation
Please lead me to John R. Lewis College.,navigation
Take us to College Nine.,navigation
Can you guide me to the computer lab?,navigation
Escort me to the help desk.,navigation
Start navigation to the dining hall.,navigation
Take me to the elevator.,navigation
Take me to Stevenson College.,navigation
Please lead me to Kresge College.,navigation
Please bring me over to the bookstore.,navigation
Navigate to the makerspace.,navigation
Help me get to East Field.,navigation
Walk me to the study lounge.,navigation
Could you show the path to the student health center?,navigation
Start a tour route to Merrill College.,navigation
Walk me to John R. Lewis College.,navigation
Help me get to OPERS.,navigation
Lead the way to the campus shuttle stop.,navigation
Start navigation to Stevenson College.,navigation
Can you start a route to the robotics lab?,navigation
Please lead me to the lab entrance.,navigation
Please take me to McHenry Library.,navigation
Take us to the break room.,navigation
Navigate to the lab entrance.,navigation
Can you escort me to the lab entrance?,navigation
Take us to Crown College.,navigation
Can you show me where John R. Lewis College is?,navigation
Can we go to the main lobby?,navigation
Can you walk with me to the campus shuttle stop?,navigation
Take me to the advising office.,navigation
Guide me to the advising office.,navigation
Show me where the conference room is.,navigation
Let's go to the elevator.,navigation
Can you escort me to the elevator?,navigation
Can you start a route to John R. Lewis College?,navigation
Lead me to Quarry Plaza.,navigation
Start a tour route to the front desk.,navigation
Can you escort me to Quarry Plaza?,navigation
Can you take me over to the conference room?,navigation
Could you navigate me toward the computer lab?,navigation
I want to go to the engineering building. Can you guide me?,navigation
Please take me to Porter College.,navigation
Can you guide me to College Nine?,navigation
Can you guide me to the student health center?,navigation
Walk me to the robotics lab.,navigation
Walk me to the campus shuttle stop.,navigation
Escort me to the conference room.,navigation
Navigate to Rachel Carson College.,navigation
Can you start a route to Rachel Carson College?,navigation
Please route me to Oakes College.,navigation
Can you take me over to the lab entrance?,navigation
Please lead me to the robotics lab.,navigation
Can you bring us over to the break room?,navigation
Take us to McHenry Library.,navigation
I need directions to Cowell College; can you lead me there?,navigation
Could you bring me to the seminar room?,navigation
Could you navigate me toward the student health center?,navigation
I want to go to the classroom. Can you guide me?,navigation
Could you navigate me toward Science and Engineering Library?,navigation
Take us to the bookstore.,navigation
Can we go to the engineering building?,navigation
Start a tour route to Rachel Carson College.,navigation
I need directions to Kresge College; can you lead me there?,navigation
Escort me to the admissions office.,navigation
Can you take me to the front desk?,navigation
Can you take me over to the main lobby?,navigation
I want to go to Quarry Plaza. Can you guide me?,navigation
Can you escort me to the help desk?,navigation
Escort me to the campus shuttle stop.,navigation
Take us to Science and Engineering Library.,navigation
Please show us the way to Oakes College.,navigation
Lead the way to John R. Lewis College.,navigation
Please lead me to the courtyard.,navigation
I need directions to the advising office; can you lead me there?,navigation
Please route me to the advising office.,navigation
Start navigation to the robotics lab.,navigation
Can you bring us over to McHenry Library?,navigation
Walk me to Porter College.,navigation
Can you take me over to the lecture hall?,navigation
Please route me to the elevator.,navigation
Help me get to the help desk.,navigation
Could you bring me to the advising office?,navigation
I want to go to the main lobby. Can you guide me?,navigation
Please lead me to the mail room.,navigation
Could you bring me to the courtyard?,navigation
Start a tour route to Kresge College.,navigation
Could you navigate me toward the engineering building?,navigation
Please lead me to the conference room.,navigation
Can you guide me to the mail room?,navigation
Please lead me to the campus shuttle stop.,navigation
Escort me to the front desk.,navigation
I want to go to the bus stop. Can you guide me?,navigation
Can you start a route to the advising office?,navigation
Bring me to the help desk.,navigation
Lead me to Porter College.,navigation
I need directions to the bus stop; can you lead me there?,navigation
Take me to the seminar room.,navigation
Could you bring me to John R. Lewis College?,navigation
Take us to Porter College.,navigation
Can you show me where the robotics lab is?,navigation
Please route me to the restroom.,navigation
Show me where the main lobby is.,navigation
Navigate to the dining hall.,navigation
Bring me to the makerspace.,navigation
Please route me to Science and Engineering Library.,navigation
Can you take me over to the courtyard?,navigation
Help me get to Porter College.,navigation
Bring me to Merrill College.,navigation
Could you show the path to the bus stop?,navigation
I want to go to the makerspace. Can you guide me?,navigation
Help me get to the study lounge.,navigation
Could you show the path to Science and Engineering Library?,navigation
Can you take me to Rachel Carson College?,navigation
Walk me to the classroom.,navigation
Please lead me to the printing station.,navigation
Bring me to the break room.,navigation
Please take me to the elevator.,navigation
Please route me to College Nine.,navigation
Take me to East Field.,navigation
Help me get to the lab entrance.,navigation
Please lead me to OPERS.,navigation
Can we go to Crown College?,navigation
Lead the way to the mail room.,navigation
Could you bring me to the dining hall?,navigation
Help me get to the break room.,navigation
Please route me to the conference room.,navigation
Could you navigate me toward College Nine?,navigation
Escort me to the break room.,navigation
Please guide me to the conference room.,navigation
Please route me to the main lobby.,navigation
Let's go to the robotics lab.,navigation
Bring me to Rachel Carson College.,navigation
Can you show me where the campus shuttle stop is?,navigation
Can you take me to College Nine?,navigation
Help me get to the mail room.,navigation
I need to get to the seminar room.,navigation
Let's go to the admissions office.,navigation
Bring me to Baskin Engineering.,navigation
Please route me to the makerspace.,navigation
Could you bring me to the conference room?,navigation
Please lead me to College Nine.,navigation
Please show us the way to the makerspace.,navigation
Can you escort me to OPERS?,navigation
Lead the way to Quarry Plaza.,navigation
Can you show me where Quarry Plaza is?,navigation
Guide me to McHenry Library.,navigation
Please guide me to the makerspace.,navigation
Can you guide me to the courtyard?,navigation
I need to get to the robotics lab.,navigation
Could you show the path to the study lounge?,navigation
Walk me to Kresge College.,navigation
Help me get to the printing station.,navigation
Please lead me to the front desk.,navigation
Can you bring us over to Kresge College?,navigation
Please guide me to the robotics lab.,navigation
Could you show the path to the bookstore?,navigation
Please bring me over to the elevator.,navigation
Can you walk me to the engineering building?,navigation
I need directions to the engineering building; can you lead me there?,navigation
Can you escort me to the main lobby?,navigation
Please route me to the classroom.,navigation
Please lead me to the classroom.,navigation
Navigate to Science and Engineering Library.,navigation
Can we go to East Field?,navigation
Please guide me to the restroom.,navigation
Please bring me over to the lecture hall.,navigation
Can we go to the restroom?,navigation
Let's go to College Nine.,navigation
Could you bring me to the lab entrance?,navigation
Please route me to the mail room.,navigation
Could you show the path to the elevator?,navigation
Bring me to the classroom.,navigation
Start navigation to the lecture hall.,navigation
Can you escort me to the student health center?,navigation
Can you guide me to McHenry Library?,navigation
Help me get to the seminar room.,navigation
Please bring me over to College Nine.,navigation
Start a tour route to the makerspace.,navigation
Help me get to Crown College.,navigation
Start navigation to the conference room.,navigation
Can we go to McHenry Library?,navigation
Please take me to the courtyard.,navigation
Could you show the path to Cowell College?,navigation
Navigate to Cowell College.,navigation
Could you bring me to the admissions office?,navigation
Escort me to the student health center.,navigation
Can you bring us over to Merrill College?,navigation
Lead me to the admissions office.,navigation
Can we go to the mail room?,navigation
Can we go to College Nine?,navigation
Navigate to the mail room.,navigation
Can you start a route to the seminar room?,navigation
Could you bring me to Cowell College?,navigation
Please lead me to the break room.,navigation
Please lead me to East Field.,navigation
Please take me to the lab entrance.,navigation
Escort me to the courtyard.,navigation
Please lead me to Stevenson College.,navigation
Show me where Oakes College is.,navigation
Can you walk me to the dining hall?,navigation
Let's go to Cowell College.,navigation
Please bring me over to the conference room.,navigation
Lead the way to Science and Engineering Library.,navigation
Could you navigate me toward McHenry Library?,navigation
Please bring me over to Cowell College.,navigation
Please take me to the robotics lab.,navigation
Lead me to Crown College.,navigation
Can you take me over to East Field?,navigation
Start navigation to Science and Engineering Library.,navigation
Lead me to the student health center.,navigation
Start navigation to Baskin Engineering.,navigation
Please take me to the bookstore.,navigation
Walk me to the main lobby.,navigation
Walk me to the admissions office.,navigation
Escort me to Merrill College.,navigation
Could you navigate me toward John R. Lewis College?,navigation
Can you show me where the student health center is?,navigation
Lead the way to Merrill College.,navigation
I need directions to the printing station; can you lead me there?,navigation
Can you escort me to the dining hall?,navigation
Show me where the lecture hall is.,navigation
Can you escort me to the restroom?,navigation
Can you walk me to the printing station?,navigation
Can you bring us over to the lab entrance?,navigation
Can you take me over to the admissions office?,navigation
Can you bring us over to Science and Engineering Library?,navigation
Can you bring us over to the campus shuttle stop?,navigation
Start navigation to the admissions office.,navigation
Start navigation to the makerspace.,navigation
Guide me to the courtyard.,navigation
Can you walk me to Crown College?,navigation
Help me get to the engineering building.,navigation
Lead me to College Nine.,navigation
Can you escort me to the courtyard?,navigation
